start_time,volume lane1,volume lane2,volume lane3,volume lane4,volume ramp1,volume ramp2,speed lane1,speed lane2,speed lane3,speed lane4
2022-06-04 00:00:00-07:00,326,391,398,176,286,149,57.58,61.6,66.02,74.74
2022-06-04 01:00:00-07:00,220,290,270,82,200,106,56.73,62.18,65.77,76.44
2022-06-04 02:00:00-07:00,99,213,204,72,52,90,58.27,61.83,66.91,77.62
2022-06-04 03:00:00-07:00,122,158,154,48,85,72,56.49,62.16,64.72,74.79
2022-06-04 04:00:00-07:00,181,172,164,50,152,104,57.04,61.88,66.43,75.2
2022-06-04 05:00:00-07:00,230,211,200,65,187,108,58.64,63.09,67.31,80.54
2022-06-04 06:00:00-07:00,267,289,387,179,151,151,58.89,63.54,67.97,77.27
2022-06-04 07:00:00-07:00,377,452,588,371,207,230,57.36,62.13,66.79,77.23
2022-06-04 08:00:00-07:00,478,565,805,552,244,261,57.28,61.82,65.97,76.54
2022-06-04 09:00:00-07:00,588,746,944,702,271,360,57.36,61.31,64.85,74.55
2022-06-04 10:00:00-07:00,773,872,1187,1006,438,482,56.81,60.94,64.45,73.99
2022-06-04 11:00:00-07:00,924,1050,1364,1387,536,535,54.53,58.86,62.03,70.85
2022-06-04 12:00:00-07:00,1144,1182,1334,1499,614,644,47.08,48.99,52.52,60.19
2022-06-04 13:00:00-07:00,1255,1238,1214,1176,674,1060,49.69,53.2,58.06,66.78
2022-06-04 14:00:00-07:00,1432,1466,1519,1712,661,1009,48.6,51.67,55.77,65.01
2022-06-04 15:00:00-07:00,1369,1421,1624,1735,723,868,52.85,56.42,60.93,69.2
2022-06-04 16:00:00-07:00,1188,1305,1442,1663,696,697,53.78,57.04,61.05,69
2022-06-04 17:00:00-07:00,1000,1187,1467,1405,510,522,52.01,55.42,59.23,69.58
2022-06-04 18:00:00-07:00,964,1127,1420,1280,388,466,51.77,54.4,58.12,68.11
2022-06-04 19:00:00-07:00,807,932,1125,978,516,443,55.21,58.36,62.56,72.93
2022-06-04 20:00:00-07:00,610,803,1045,826,421,285,54.56,57.95,61.76,72.7
2022-06-04 21:00:00-07:00,528,774,891,623,354,239,54.24,57.61,61.26,71.66
2022-06-04 22:00:00-07:00,416,672,831,530,306,187,54.64,57.69,60.81,71.13
2022-06-04 23:00:00-07:00,411,480,554,272,294,199,54.81,58.76,62.05,71.96
2022-06-05 00:00:00-07:00,281,399,434,179,277,117,55.75,59.57,62.96,72.16
2022-06-05 01:00:00-07:00,143,264,254,85,70,82,57,62.3,65.33,74.78
2022-06-05 02:00:00-07:00,69,209,216,72,30,37,58.49,61.84,66.07,74.85
2022-06-05 03:00:00-07:00,91,142,164,56,79,46,56.54,61.15,66.71,77.71
2022-06-05 04:00:00-07:00,130,167,124,34,143,55,58.29,62.48,66.02,74.09
2022-06-05 05:00:00-07:00,195,174,150,50,164,71,58.03,63.97,67.21,76.78
2022-06-05 06:00:00-07:00,225,241,247,126,190,88,60.02,64.76,69.35,79.79
2022-06-05 07:00:00-07:00,297,332,380,190,213,147,58.86,63.81,68.62,79.01
2022-06-05 08:00:00-07:00,298,429,497,242,187,154,58.54,63.49,68.3,78.17
2022-06-05 09:00:00-07:00,444,589,712,482,277,214,58.3,61.8,65.7,76.42
2022-06-05 10:00:00-07:00,659,697,959,728,380,370,58.15,62.96,66.83,77.35
2022-06-05 11:00:00-07:00,748,858,1100,901,474,429,58.45,62.19,65.59,75.44
2022-06-05 12:00:00-07:00,1139,1199,1435,1478,619,667,56.29,60.69,64.53,74.01
2022-06-05 13:00:00-07:00,1165,1195,1474,1429,649,632,54.95,59.48,63.65,73.34
2022-06-05 14:00:00-07:00,1071,1165,1359,1388,683,644,54.78,59.41,63.42,72.72
2022-06-05 15:00:00-07:00,1143,1234,1402,1412,708,676,55.46,59.98,63.77,73.38
2022-06-05 16:00:00-07:00,1141,1122,1362,1330,654,667,55.92,60.52,65,73.53
2022-06-05 17:00:00-07:00,1001,1046,1307,1291,530,551,55.43,59.48,63.04,72.84
2022-06-05 18:00:00-07:00,861,989,1219,1117,495,481,58.07,62.43,66.55,76.37
2022-06-05 19:00:00-07:00,812,885,1115,1020,570,348,56.51,60.46,64.76,75.06
2022-06-05 20:00:00-07:00,515,528,599,641,441,370,22.13,21.93,22.29,22.7
2022-06-05 21:00:00-07:00,617,683,734,567,430,275,26.92,28.61,32.84,30.45
2022-06-05 22:00:00-07:00,436,579,630,365,410,161,54.08,58.05,61.33,70.99
2022-06-05 23:00:00-07:00,363,418,454,194,314,165,55.44,59.85,63.19,73.27
2022-06-06 00:00:00-07:00,258,252,279,78,264,96,55.83,60.01,63.75,72.59
2022-06-06 01:00:00-07:00,171,202,168,34,174,85,56.32,62.12,64.87,76.5
2022-06-06 02:00:00-07:00,88,149,146,24,74,53,56.58,60.68,65.89,74.71
2022-06-06 03:00:00-07:00,117,164,140,38,102,78,55.96,61.91,66.82,76.18
2022-06-06 04:00:00-07:00,214,211,198,68,178,102,56.88,61.29,65.8,75.97
2022-06-06 05:00:00-07:00,339,327,458,265,183,195,58.76,63.31,67.36,77.59
2022-06-06 06:00:00-07:00,489,697,859,804,209,299,57.51,62.79,66.64,76.31
2022-06-06 07:00:00-07:00,665,905,1072,1038,268,446,56.15,61.43,65.05,74.74
2022-06-06 08:00:00-07:00,717,855,1040,1031,258,496,56.22,60.58,64.01,74.37
2022-06-06 09:00:00-07:00,679,778,1031,764,317,415,55.9,59.77,61.69,66.22
2022-06-06 10:00:00-07:00,768,861,1029,849,446,531,55.03,59.65,63.46,72.18
2022-06-06 11:00:00-07:00,891,982,1091,901,504,586,55.09,59.71,63.51,73.18
2022-06-06 12:00:00-07:00,1058,1020,1196,1023,640,668,54.5,58.84,63.2,72.24
2022-06-06 13:00:00-07:00,1159,1126,1243,1141,610,697,54.03,58.29,62.82,71.44
2022-06-06 14:00:00-07:00,1457,1420,1516,1609,718,885,51.72,56.97,61.08,69.82
2022-06-06 15:00:00-07:00,1711,1705,1699,1927,864,953,49.67,53.95,59.23,66.78
2022-06-06 16:00:00-07:00,1586,1620,1607,1864,741,1061,50.51,53.61,58.31,66.08
2022-06-06 17:00:00-07:00,1385,1425,1486,1659,712,900,54.06,57.95,62.46,70.67
2022-06-06 18:00:00-07:00,1144,1093,1198,1177,626,726,55.74,60.52,64.88,73.88
2022-06-06 19:00:00-07:00,897,894,993,798,494,528,56.91,62.06,65.97,75.17
2022-06-06 20:00:00-07:00,758,713,856,665,457,408,56.27,61.79,66.14,75.54
2022-06-06 21:00:00-07:00,560,632,759,549,407,316,55.43,60.3,63.96,73.86
2022-06-06 22:00:00-07:00,491,482,561,320,397,255,56.2,61.2,66.13,76.45
2022-06-06 23:00:00-07:00,501,426,452,207,406,273,57.15,62.1,66.11,76.74
2022-06-07 00:00:00-07:00,235,294,297,110,232,134,57.64,60.8,66.53,74.71
2022-06-07 01:00:00-07:00,186,198,173,65,147,133,57.61,62.08,65.95,76.03
2022-06-07 02:00:00-07:00,120,172,125,34,95,81,56.28,61.56,65.15,76.33
2022-06-07 03:00:00-07:00,152,158,141,42,111,78,57.55,61.25,65.72,78.57
2022-06-07 04:00:00-07:00,240,226,206,57,209,137,57.67,61.52,66.52,77.49
2022-06-07 05:00:00-07:00,370,378,478,275,196,213,58.39,63.76,68.24,79.13
2022-06-07 06:00:00-07:00,528,685,906,848,236,280,57.93,63.31,67.07,76.67
2022-06-07 07:00:00-07:00,691,877,1105,1081,216,400,57.17,61.93,65.58,74.97
2022-06-07 08:00:00-07:00,741,802,1013,998,238,489,56.2,61,64.72,74.11
2022-06-07 09:00:00-07:00,766,882,1103,963,328,444,54.65,59.66,63.1,72.75
2022-06-07 10:00:00-07:00,812,846,1048,807,345,538,55.62,60.39,63.57,73.25
2022-06-07 11:00:00-07:00,832,864,1025,851,462,557,55.01,59.08,63.74,71.8
2022-06-07 12:00:00-07:00,1075,999,1197,1053,623,664,54.13,59.1,63.26,72.37
2022-06-07 13:00:00-07:00,1116,1077,1258,1167,599,785,52.9,57.75,62.26,70.08
2022-06-07 14:00:00-07:00,1498,1519,1581,1770,809,1006,50.98,55.83,60.94,69.66
2022-06-07 15:00:00-07:00,1673,1686,1686,1929,1015,1139,48.88,53.08,58.04,66.2
2022-06-07 16:00:00-07:00,1628,1628,1674,1916,962,1124,48.71,51.96,57.2,65.05
2022-06-07 17:00:00-07:00,1571,1597,1640,1944,724,1001,51.88,55.32,60.16,68.07
2022-06-07 18:00:00-07:00,1176,1250,1453,1692,589,776,55.68,59.71,63.55,71.65
2022-06-07 19:00:00-07:00,913,935,1128,1010,516,454,55.8,61.7,66.18,76.16
2022-06-07 20:00:00-07:00,749,781,878,713,497,408,56.74,61.36,65.94,76.29
2022-06-07 21:00:00-07:00,539,673,786,553,369,323,57.03,61.33,65.46,75.94
2022-06-07 22:00:00-07:00,514,607,695,484,372,272,58.56,62.7,66.28,77.1
2022-06-07 23:00:00-07:00,436,447,485,242,385,263,57.36,61.66,65.89,77.41
2022-06-08 00:00:00-07:00,290,325,291,119,257,170,57.69,61.74,66.96,78.99
2022-06-08 01:00:00-07:00,237,234,201,58,186,130,56.34,62.59,67.15,77.07
2022-06-08 02:00:00-07:00,87,150,142,41,55,60,57.16,62.72,67.25,79.24
2022-06-08 03:00:00-07:00,117,158,138,33,88,82,57.27,61.19,67.94,78.06
2022-06-08 04:00:00-07:00,211,218,212,69,163,124,58.55,61.82,68.36,78
2022-06-08 05:00:00-07:00,324,379,461,298,152,200,59.05,63.85,68.32,78.69
2022-06-08 06:00:00-07:00,516,692,851,856,224,278,58.32,64.53,68.13,77.35
2022-06-08 07:00:00-07:00,727,854,1089,1131,273,479,56.31,61.62,66.07,75.16
2022-06-08 08:00:00-07:00,720,847,1085,1024,251,484,57.28,61.23,64.61,74.86
2022-06-08 09:00:00-07:00,793,802,999,894,351,436,55.39,60.28,64.48,75.23
2022-06-08 10:00:00-07:00,751,885,1091,880,411,446,55.7,60.7,64.32,73.66
2022-06-08 11:00:00-07:00,904,889,1081,907,537,614,54.93,59.15,63.79,73.48
2022-06-08 12:00:00-07:00,1050,1036,1244,1074,597,685,54.63,59.48,63.98,72.62
2022-06-08 13:00:00-07:00,1137,1192,1310,1299,735,820,52.53,57.69,61.84,70.77
2022-06-08 14:00:00-07:00,1389,1434,1506,1671,850,1030,50.96,55.57,60.23,68.52
2022-06-08 15:00:00-07:00,1674,1740,1682,1908,1199,1272,45.93,49.99,55.34,63.45
2022-06-08 16:00:00-07:00,1658,1669,1684,1824,1160,1141,37.88,38.81,42.03,46.67
2022-06-08 17:00:00-07:00,1619,1615,1726,1836,963,1221,43.05,45.44,49.83,55.08
2022-06-08 18:00:00-07:00,1301,1324,1446,1578,661,813,54.72,58.41,62.84,71.45
2022-06-08 19:00:00-07:00,980,1038,1254,1249,550,529,56.59,61.29,65.73,74.88
2022-06-08 20:00:00-07:00,788,836,977,789,491,430,56.47,62.16,66.55,76.57
2022-06-08 21:00:00-07:00,647,760,848,677,427,403,55.99,59.91,63.73,74.03
2022-06-08 22:00:00-07:00,450,551,624,413,364,248,56.95,61.27,64.99,74.68
2022-06-08 23:00:00-07:00,468,467,473,243,438,258,56.7,60.36,65.21,76.02
2022-06-09 00:00:00-07:00,317,312,321,120,309,144,57.73,61.65,65.64,75.01
2022-06-09 01:00:00-07:00,224,244,218,68,186,147,56.22,61.53,64.9,77.54
2022-06-09 02:00:00-07:00,105,180,162,37,65,103,57.68,61.52,65.57,73.4
2022-06-09 03:00:00-07:00,118,166,133,46,83,94,57,61.45,65.54,76.95
2022-06-09 04:00:00-07:00,232,246,220,84,181,138,58.59,62.16,65.4,78.33
2022-06-09 05:00:00-07:00,313,350,460,286,154,219,57.92,63.05,68.23,78.85
2022-06-09 06:00:00-07:00,524,667,851,808,219,315,58.4,63.25,67.68,77.23
2022-06-09 07:00:00-07:00,672,810,1074,1123,265,412,57.06,62.28,66.2,76.03
2022-06-09 08:00:00-07:00,699,793,1002,975,308,495,55.99,61.39,65.14,74.43
2022-06-09 09:00:00-07:00,782,811,1068,913,427,516,55.56,60.37,64.16,73.48
2022-06-09 10:00:00-07:00,780,891,1101,906,427,522,56.27,60.1,63.75,73.86
2022-06-09 11:00:00-07:00,925,920,1137,936,528,624,54.92,59.77,63.74,73.41
2022-06-09 12:00:00-07:00,1081,1047,1179,1122,680,639,54.09,58.79,63.14,72.61
2022-06-09 13:00:00-07:00,1216,1178,1356,1332,821,717,53.3,57.57,62.04,71.28
2022-06-09 14:00:00-07:00,1459,1470,1541,1749,845,1029,48.53,52.36,56.97,65.37
2022-06-09 15:00:00-07:00,1588,1603,1646,1782,1230,1190,36.51,37.74,39.13,42.93
2022-06-09 16:00:00-07:00,1666,1711,1640,1787,1315,1101,37.52,39.32,41.31,46.7
2022-06-09 17:00:00-07:00,1554,1613,1629,1729,1108,1163,35.23,36.46,39.06,43.05
2022-06-09 18:00:00-07:00,1313,1359,1448,1706,726,906,45.95,48.76,52.26,59.03
2022-06-09 19:00:00-07:00,1029,1064,1310,1286,580,548,48.13,49.73,53.26,61.42
2022-06-09 20:00:00-07:00,762,862,1066,791,516,420,53.26,55.77,59.62,69.64
2022-06-09 21:00:00-07:00,575,751,872,637,406,304,55.2,59.24,62.77,73.33
2022-06-09 22:00:00-07:00,491,571,689,390,442,280,55.54,60.01,63.33,74.39
2022-06-09 23:00:00-07:00,380,373,436,219,302,225,55.07,59.96,64.46,75.4
2022-06-10 00:00:00-07:00,291,324,314,104,,,55.14,59.59,64.24,74.99
2022-06-10 01:00:00-07:00,203,224,224,65,148,132,54.5,60.51,63.08,71.25
2022-06-10 02:00:00-07:00,162,188,182,41,136,100,54.67,59.54,64.12,70.07
2022-06-10 03:00:00-07:00,140,166,161,42,119,78,55.14,59.45,62.3,70.84
2022-06-10 04:00:00-07:00,240,205,213,57,194,127,56.06,59.61,64.29,73.82
2022-06-10 05:00:00-07:00,344,362,445,230,179,217,57.54,62.11,67.19,77.39
2022-06-10 06:00:00-07:00,458,623,787,706,240,299,57.39,62.55,66.69,76.57
2022-06-10 07:00:00-07:00,698,798,1012,1048,303,482,56.79,61.34,66.05,76.93
2022-06-10 08:00:00-07:00,630,822,1023,918,258,485,57.21,62.23,65.96,76.69
2022-06-10 09:00:00-07:00,783,839,1046,891,362,522,56.25,61.22,65.14,75.28
2022-06-10 10:00:00-07:00,838,931,1108,996,494,578,55.48,60.17,64.2,74.03
2022-06-10 11:00:00-07:00,1050,1037,1250,1188,647,652,53.44,59.04,62.79,71.67
2022-06-10 12:00:00-07:00,1249,1279,1424,1528,809,861,50.21,53.2,57.58,66.49
2022-06-10 13:00:00-07:00,1380,1346,1490,1649,741,950,46.56,49.24,53.52,61.92
2022-06-10 14:00:00-07:00,1387,1397,1530,1523,995,1095,37.32,37.41,39.45,44.62
2022-06-10 15:00:00-07:00,1302,1327,1426,1363,1185,927,29.63,28.12,27.7,30.92
2022-06-10 16:00:00-07:00,1316,1354,1391,1389,1167,885,29.09,27.72,28.46,31.24
2022-06-10 17:00:00-07:00,1295,1341,1483,1459,1129,911,30.63,29.02,29.89,33.1
2022-06-10 18:00:00-07:00,1338,1314,1486,1534,1183,942,30.76,29,29.95,34.06
2022-06-10 19:00:00-07:00,1267,1291,1395,1453,1213,904,28.42,27.44,27.8,30.37
2022-06-10 20:00:00-07:00,1085,1122,1267,1321,771,679,37.69,38.73,39.64,45.22
2022-06-10 21:00:00-07:00,673,909,1076,888,410,397,51.31,53.3,56.73,66.5
2022-06-10 22:00:00-07:00,543,660,838,487,428,278,52.28,56.12,59.46,69.98
2022-06-10 23:00:00-07:00,459,510,619,308,378,234,53.52,57.22,60.11,70.06
2022-06-11 00:00:00-07:00,355,437,406,178,325,171,54.21,58.32,61.53,70.46
2022-06-11 01:00:00-07:00,228,263,295,78,195,107,55.23,60.07,63.89,74.67
2022-06-11 02:00:00-07:00,146,223,240,73,93,91,55.49,61.24,65.24,75.12
2022-06-11 03:00:00-07:00,128,164,187,46,102,70,56.62,60.58,64.57,73.74
2022-06-11 04:00:00-07:00,191,177,164,45,169,104,56.03,59.31,65.52,73.62
2022-06-11 05:00:00-07:00,187,202,221,74,153,108,58.4,62.47,66.84,75.39
2022-06-11 06:00:00-07:00,296,320,392,180,211,160,58.04,62.87,67.74,78.15
2022-06-11 07:00:00-07:00,387,428,573,380,229,215,59.17,62.85,66.93,77.57
2022-06-11 08:00:00-07:00,456,588,776,558,236,270,57.66,62.9,65.9,76.61
2022-06-11 09:00:00-07:00,605,726,1004,786,297,341,57.9,61.96,65.13,74.63
2022-06-11 10:00:00-07:00,787,894,1173,1050,486,448,56.79,61.6,64.7,74.08
2022-06-11 11:00:00-07:00,961,1061,1334,1226,564,542,56.82,60.37,63.84,72.89
2022-06-11 12:00:00-07:00,1090,1160,1417,1490,644,647,53.5,57.7,61.35,68.84
2022-06-11 13:00:00-07:00,1149,1234,1467,1545,692,607,53.06,56.44,59.4,66.79
2022-06-11 14:00:00-07:00,1295,1394,1528,1588,730,740,46.68,49.02,52.91,60.77
2022-06-11 15:00:00-07:00,1547,1564,1588,1714,834,1037,45.47,47.33,51.29,58.91
2022-06-11 16:00:00-07:00,1350,1496,1625,1731,719,832,53.28,56.11,60.46,68.77
2022-06-11 17:00:00-07:00,1090,1247,1473,1576,538,617,55.46,59.39,63.07,70.8
2022-06-11 18:00:00-07:00,971,1114,1401,1465,515,489,55.3,58.87,61.82,68.82
2022-06-11 19:00:00-07:00,767,957,1161,1156,492,397,55.73,59.34,62.54,71.25
2022-06-11 20:00:00-07:00,647,820,1000,889,459,269,54.78,59.07,62.57,71.73
2022-06-11 21:00:00-07:00,519,776,919,719,347,250,55.25,59.54,62.54,72.94
2022-06-11 22:00:00-07:00,447,648,757,518,332,205,56.68,60.09,63.81,73.72
2022-06-11 23:00:00-07:00,190,234,272,158,170,114,57.68,61.83,65.33,74.61
2022-06-12 00:00:00-07:00,139,179,200,91,132,55,57.83,62.29,66.04,75.74
2022-06-12 01:00:00-07:00,136,221,186,75,117,66,56.5,61.94,65.74,75.27
2022-06-12 02:00:00-07:00,96,220,203,74,47,52,58.76,62.54,67.4,76.83
2022-06-12 03:00:00-07:00,21,39,48,19,14,10,55.29,64.23,68.79,80.31
2022-06-12 04:00:00-07:00,34,24,24,12,29,18,57.41,58.84,65.12,74.17
2022-06-12 05:00:00-07:00,60,62,48,11,54,35,57.23,62.93,66.4,76.36
2022-06-12 06:00:00-07:00,13,6,13,2,10,9,60.08,58,66.93,96
2022-06-12 07:00:00-07:00,103,135,183,88,75,57,58.83,63.48,65.97,77.31
2022-06-12 08:00:00-07:00,,,,,0,0,,,,
2022-06-12 09:00:00-07:00,31,30,38,42,20,0,57.23,59.77,61.87,72.26
2022-06-12 10:00:00-07:00,7,8,13,10,3,2,55,62.25,62.23,74.4
2022-06-12 11:00:00-07:00,738,830,1084,978,468,402,54.66,58.66,61.31,70.23
2022-06-12 12:00:00-07:00,1090,1106,1368,1478,661,716,51.3,54.42,58.57,67.31
2022-06-12 13:00:00-07:00,1202,1292,1477,1535,709,726,53.97,58.73,62.13,70.74
2022-06-12 14:00:00-07:00,1155,1123,1345,1533,738,634,53.56,57.45,61.17,69.08
2022-06-12 15:00:00-07:00,1267,1323,1488,1652,760,695,53.86,57.66,61.58,69.01
2022-06-12 16:00:00-07:00,1138,1167,1396,1491,688,585,55.05,59.45,62.85,71.16
2022-06-12 17:00:00-07:00,958,1071,1357,1317,564,497,56.71,61.34,64.76,73.07
2022-06-12 18:00:00-07:00,995,1038,1266,1315,572,515,55.61,60.42,63.91,72.67
2022-06-12 19:00:00-07:00,844,860,1164,1051,561,327,56.84,61.09,64.56,74.17
2022-06-12 20:00:00-07:00,676,761,1012,911,445,332,57.6,61.57,65.03,74.03
2022-06-12 21:00:00-07:00,509,628,829,568,354,236,56.87,60.97,64.49,73.36
2022-06-12 22:00:00-07:00,406,493,639,381,360,169,56.27,60.48,63.32,73.26
2022-06-12 23:00:00-07:00,309,396,425,189,323,163,56.28,60.05,65.38,75.22
2022-06-13 00:00:00-07:00,236,275,282,80,246,110,56.2,60.7,65.03,74.16
2022-06-13 01:00:00-07:00,184,215,201,54,226,91,56.62,59.64,64.19,74.15
2022-06-13 02:00:00-07:00,86,141,151,26,77,69,55.51,60.06,64.98,69.66
2022-06-13 03:00:00-07:00,111,154,143,50,99,48,56.14,61.54,64.4,78.16
2022-06-13 04:00:00-07:00,193,218,218,73,189,91,57.06,61.59,65.54,75.3
2022-06-13 05:00:00-07:00,360,383,494,289,218,208,59.15,62.69,67.88,78.07
2022-06-13 06:00:00-07:00,474,666,835,766,240,295,58.59,62.63,66.6,75.86
2022-06-13 07:00:00-07:00,660,821,1074,978,267,441,57.55,62.53,65.63,75.69
2022-06-13 08:00:00-07:00,670,838,1045,958,252,496,57.15,61.59,65.16,75.22
2022-06-13 09:00:00-07:00,747,821,997,856,369,490,55.53,60.58,64.12,73.91
2022-06-13 10:00:00-07:00,792,878,1043,811,487,564,55.41,59.98,64.07,73.48
2022-06-13 11:00:00-07:00,923,885,1105,918,534,527,55.01,60.23,63.81,72.54
2022-06-13 12:00:00-07:00,1083,1054,1185,1048,740,745,52.92,58.12,63.16,73.06
2022-06-13 13:00:00-07:00,1208,1191,1282,1361,693,749,51.6,55.02,58.66,67.46
2022-06-13 14:00:00-07:00,1397,1412,1477,1727,745,1001,51.04,54.63,58.96,67.5
